20,joshdoc,10,TRUE,28,1,0.6981968624251229,0.6696841716766357,Mouse
20,joshdoc,15,TRUE,30,0,0.6571537256240845,0.6702440977096558,Mouse
20,joshdoc,20,TRUE,36,2,0.5555912786059909,0.5685907602310181,Mouse
20,joshdoc,25,TRUE,33,1,0.5991453474218195,0.6324479579925537,Mouse
20,joshdoc,30,TRUE,37,4,0.5323210020323057,0.5398523807525635,Mouse
20,joshdoc,10,FALSE,38,8,0.5118597557670191,0.5020002126693726,1H
20,joshdoc,15,FALSE,47,0,0.4243237617168021,0.3990004062652588,1H
20,joshdoc,20,FALSE,47,5,0.42477217633673486,0.37599968910217285,1H
20,joshdoc,25,FALSE,49,6,0.4007955375982791,0.37999963760375977,1H
20,joshdoc,30,FALSE,50,5,0.3883934831619263,0.3719949722290039,1H
20,joshdoc,10,FALSE,36,13,0.5282283491558499,0.45400118827819824,2H
20,joshdoc,15,FALSE,52,8,0.38470709323883057,0.34150099754333496,2H
20,joshdoc,20,FALSE,49,8,0.40662224438725686,0.3679990768432617,2H
20,joshdoc,25,FALSE,56,5,0.3537444387163435,0.33650076389312744,2H
20,joshdoc,30,FALSE,58,7,0.3428301400151746,0.2970001697540283,2H
20,jacob,10,TRUE,22,1,0.8715416409752585,0.8338086605072021,Mouse
20,jacob,15,TRUE,28,0,0.6994313682828631,0.6736620664596558,Mouse
20,jacob,20,TRUE,30,1,0.6597614685694376,0.6721311807632446,Mouse
20,jacob,25,TRUE,30,2,0.6667448997497558,0.6522834300994873,Mouse
20,jacob,30,TRUE,33,0,0.6000843987320409,0.6371350288391113,Mouse
20,jacob,10,FALSE,19,5,0.9240866711265162,0.6939995288848877,1H
20,jacob,15,FALSE,26,2,0.7683988809585571,0.7164996862411499,1H
20,jacob,20,FALSE,23,5,0.865388818,0.6560006141662598,1H
20,jacob,25,FALSE,30,3,0.6527454694112141,0.6339998245239258,1H
20,jacob,30,FALSE,34,2,0.5843384125653435,0.5404998064041138,1H
20,jacob,10,FALSE,30,7,0.6445200045903524,0.5865017175674438,2H
20,jacob,15,FALSE,36,9,0.5542076892322965,0.5339981317520142,2H
20,jacob,20,FALSE,32,11,0.6128012463450432,0.5934967994689941,2H
20,jacob,25,FALSE,39,8,0.5113463279528495,0.4160010814666748,2H
20,jacob,30,FALSE,57,2,0.34888528940970437,0.33699989318847656,2H
20,neelnv,10,TRUE,27,0,0.7148059297491003,0.7394630908966064,Mouse
20,neelnv,15,TRUE,34,0,0.5857650883057538,0.5871483087539673,Mouse
20,neelnv,20,TRUE,33,1,0.5895794882918849,0.5714702606201172,Mouse
20,neelnv,25,TRUE,33,1,0.6068737868106726,0.5708999633789062,Mouse
20,neelnv,30,TRUE,37,3,0.5400455255766172,0.5691084861755371,Mouse
20,neelnv,10,FALSE,26,11,0.7351546837733343,0.5516997575759888,1H
20,neelnv,15,FALSE,35,7,0.572746754,0.4500000476837158,1H
20,neelnv,20,FALSE,39,7,0.5071589029752291,0.4460012912750244,1H
20,neelnv,25,FALSE,42,10,0.45731206167311894,0.3669997453689575,1H
20,neelnv,30,FALSE,43,9,0.4635553193646808,0.37000083923339844,1H
20,neelnv,10,FALSE,33,20,0.593766653,0.46000027656555176,2H
20,neelnv,15,FALSE,54,9,0.37117086516486275,0.35099947452545166,2H
20,neelnv,20,FALSE,46,13,0.43325972038766614,0.320501447,2H
20,neelnv,25,FALSE,53,16,0.374883661,0.30800628662109375,2H
20,neelnv,30,FALSE,60,11,0.333251158,0.3004978895187378,2H
20,Antony,10,TRUE,20,0,0.996359909,0.8720046281814575,Mouse
20,Antony,15,TRUE,24,0,0.8038069407145182,0.7894864082336426,Mouse
20,Antony,20,TRUE,30,0,0.6503223975499471,0.6015053987503052,Mouse
20,Antony,25,TRUE,30,1,0.6334673563639323,0.6167726516723633,Mouse
20,Antony,30,TRUE,31,3,0.6332553817379859,0.6340832710266113,Mouse
20,Antony,10,FALSE,9,5,1.8775376213921442,1.0039899349212646,1H
20,Antony,15,FALSE,17,1,1.137676659752341,1.0039947032928467,1H
20,Antony,20,FALSE,19,4,1.0073838233947754,0.8010013103485107,1H
20,Antony,25,FALSE,28,4,0.7039705174309867,0.5495084524154663,1H
20,Antony,30,FALSE,37,3,0.5398999871434392,0.48399949073791504,1H
20,Antony,10,FALSE,18,8,0.9746094544728597,0.6620007753372192,2H
20,Antony,15,FALSE,19,10,1.0255380429719623,0.9820001125335693,2H
20,Antony,20,FALSE,26,2,0.7548541105710543,0.7107181549072266,2H
20,Antony,25,FALSE,33,5,0.6004345200278542,0.5339992046356201,2H
20,Antony,30,FALSE,38,2,0.5247631763157091,0.4594995975494385,2H
20,amsierco,10,TRUE,26,1,0.7526680597892175,0.7212859392166138,Mouse
20,amsierco,15,TRUE,33,1,0.592947498,0.6101648807525635,Mouse
20,amsierco,20,TRUE,37,3,0.5309222582224253,0.5080103874206543,Mouse
20,amsierco,25,TRUE,43,1,0.46110702669897746,0.4694395065307617,Mouse
20,amsierco,30,TRUE,42,3,0.4725276402064732,0.4691556692123413,Mouse
20,amsierco,10,FALSE,26,9,0.7637600898742676,0.5731122493743896,1H
20,amsierco,15,FALSE,30,9,0.6639664649963379,0.5305653810501099,1H
20,amsierco,20,FALSE,31,4,0.6469046146638932,0.6140260696411133,1H
20,amsierco,25,FALSE,36,6,0.5477755467096964,0.5580127239227295,1H
20,amsierco,30,FALSE,36,7,0.5561218327946134,0.46621739864349365,1H
20,amsierco,10,FALSE,36,8,0.5579743054178026,0.49638795852661133,2H
20,amsierco,15,FALSE,43,12,0.4552855935207633,0.41307592391967773,2H
20,amsierco,20,FALSE,43,9,0.4665126634198566,0.34262085,2H
20,amsierco,25,FALSE,45,19,0.4406472682952881,0.397327185,2H
20,amsierco,30,FALSE,41,13,0.4710612762265089,0.4045701026916504,2H
20,ajayanth,10,TRUE,29,1,0.6783177934843918,0.6057064533233643,Mouse
20,ajayanth,15,TRUE,36,0,0.5503442287445068,0.5372655391693115,Mouse
20,ajayanth,20,TRUE,40,2,0.49295583963394163,0.48770618438720703,Mouse
20,ajayanth,25,TRUE,42,3,0.4685745579855783,0.45502328872680664,Mouse
20,ajayanth,30,TRUE,47,2,0.4261045050113759,0.4019331932067871,Mouse
20,ajayanth,10,FALSE,25,9,0.7448515605926513,0.5296509265899658,1H
20,ajayanth,15,FALSE,27,5,0.7029117831477413,0.6429963111877441,1H
20,ajayanth,20,FALSE,19,9,1.0417212687040631,0.8034746646881104,1H
20,ajayanth,25,FALSE,24,7,0.8277551432450613,0.7008018493652344,1H
20,ajayanth,30,FALSE,28,7,0.6952774694987706,0.6258749961853027,1H
20,ajayanth,10,FALSE,37,20,0.5335884803050274,0.42434191703796387,2H
20,ajayanth,15,FALSE,44,20,0.44798416982997546,0.33192193508148193,2H
20,ajayanth,20,FALSE,44,18,0.45085634968497534,0.3389921188354492,2H
20,ajayanth,25,FALSE,51,14,0.376508914,0.27221035957336426,2H
20,ajayanth,30,FALSE,53,12,0.37360538626616857,0.2699258327484131,2H
20,douglas,10,TRUE,22,1,0.8808467279780995,0.8419574499130249,Mouse
20,douglas,15,TRUE,26,4,0.7581355296648465,0.7490311861038208,Mouse
20,douglas,20,TRUE,27,3,0.7335484381075259,0.6034095287322998,Mouse
20,douglas,25,TRUE,31,3,0.6373275710690406,0.600684643,Mouse
20,douglas,30,TRUE,35,4,0.5627227646963937,0.5393891334533691,Mouse
20,douglas,10,FALSE,28,8,0.7157766222953796,0.5919996500015259,1H
20,douglas,15,FALSE,32,10,0.6224694177508354,0.5079810619354248,1H
20,douglas,20,FALSE,47,4,0.4211883139103017,0.38300061225891113,1H
20,douglas,25,FALSE,34,10,0.5830523126265582,0.43750035762786865,1H
20,douglas,30,FALSE,48,14,0.4143322805563609,0.27100086212158203,1H
20,douglas,10,FALSE,34,13,0.5705740171320298,0.4895005226135254,2H
20,douglas,15,FALSE,39,16,0.5126471519470215,0.3699665069580078,2H
20,douglas,20,FALSE,49,16,0.3990077826441551,0.3020005226135254,2H
20,douglas,25,FALSE,38,27,0.5273292817567524,0.3880423307418823,2H
20,douglas,30,FALSE,49,19,0.4056536664768141,0.3100001811981201,2H
20,alyssa,10,TRUE,22,0,0.9091077501123602,0.8735846281051636,Mouse
20,alyssa,15,TRUE,24,0,0.8022429545720419,0.8063046932220459,Mouse
20,alyssa,20,TRUE,35,0,0.5710207802908761,0.53673625,Mouse
20,alyssa,25,TRUE,36,0,0.5501520368787978,0.538806677,Mouse
20,alyssa,30,TRUE,42,0,0.4736899137496948,0.4516369104385376,Mouse
20,alyssa,10,FALSE,29,10,0.6497605011380952,0.48399996757507324,1H
20,alyssa,15,FALSE,37,5,0.5415793045147045,0.4920003414154053,1H
20,alyssa,20,FALSE,31,4,0.6345561550509545,0.5509994029998779,1H
20,alyssa,25,FALSE,30,4,0.667978843,0.5470032691955566,1H
20,alyssa,30,FALSE,34,3,0.5774455210741829,0.5165004730224609,1H
20,alyssa,10,FALSE,35,9,0.556981407,0.45399999618530273,2H
20,alyssa,15,FALSE,39,4,0.5070845163785495,0.43199920654296875,2H
20,alyssa,20,FALSE,39,9,0.5028265378414056,0.42200136184692383,2H
20,alyssa,25,FALSE,45,8,0.4395959695180257,0.37999939918518066,2H
20,alyssa,30,FALSE,43,3,0.4650817638219789,0.39300036430358887,2H
20,peter,10,TRUE,30,2,0.6638962666193644,0.6521919965744019,Mouse
20,peter,15,TRUE,33,0,0.579469312,0.6318345069885254,Mouse
20,peter,20,TRUE,34,0,0.5872885690015905,0.5533434152603149,Mouse
20,peter,25,TRUE,32,2,0.6120001897215843,0.6005010604858398,Mouse
20,peter,30,TRUE,39,2,0.5099009183736948,0.5387139320373535,Mouse
20,peter,10,FALSE,19,10,1.0408610795673572,0.8279993534088135,1H
20,peter,15,FALSE,17,7,1.1032534346860998,0.7990005016326904,1H
20,peter,20,FALSE,26,7,0.7604700235220102,0.5435009002685547,1H
20,peter,25,FALSE,21,20,0.9343016374678839,0.6259994506835938,1H
20,peter,30,FALSE,24,5,0.8202856779098511,0.6050000190734863,1H
20,peter,10,FALSE,23,17,0.8214952116427214,0.6460001468658447,2H
20,peter,15,FALSE,34,8,0.5772805213928223,0.4640007019042969,2H
20,peter,20,FALSE,33,3,0.5791752699649695,0.5600006580352783,2H
20,peter,25,FALSE,24,4,0.8146268924077352,0.690000057,2H
20,peter,30,FALSE,30,10,0.6287444988886516,0.4979996681213379,2H
20,luke,10,TRUE,25,1,0.7977095222473145,0.7409377098083496,Mouse
20,luke,15,TRUE,30,3,0.6538056135177612,0.5673693418502808,Mouse
20,luke,20,TRUE,35,2,0.5723010131290981,0.5694921016693115,Mouse
20,luke,25,TRUE,35,6,0.5585441861833845,0.5051546096801758,Mouse
20,luke,30,TRUE,37,4,0.5364397409799937,0.5032491683959961,Mouse
20,luke,10,FALSE,20,8,0.9927550792694092,0.7385196685791016,1H
20,luke,15,FALSE,34,8,0.5866772637647741,0.5335004329681396,1H
20,luke,20,FALSE,34,10,0.5744838784722721,0.4764988422393799,1H
20,luke,25,FALSE,36,12,0.5517703294754028,0.42549920082092285,1H
20,luke,30,FALSE,33,13,0.5870413924708511,0.4439713954925537,1H
20,luke,10,FALSE,42,14,0.47149304548899335,0.38999879360198975,2H
20,luke,15,FALSE,43,14,0.4578207537185314,0.37799906730651855,2H
20,luke,20,FALSE,44,15,0.4468802647157149,0.3370002508163452,2H
20,luke,25,FALSE,53,7,0.36040216122033464,0.3129994869232178,2H
20,luke,30,FALSE,55,13,0.36087994575500487,0.2729988098144531,2H
20,Eli,10,TRUE,21,0,0.9446139676230294,0.8711721897125244,Mouse
20,Eli,15,TRUE,27,0,0.7351795214193838,0.6740224361419678,Mouse
20,Eli,20,TRUE,24,0,0.8102594117323557,0.7703518867492676,Mouse
20,Eli,25,TRUE,34,0,0.5838111779269051,0.5531046390533447,Mouse
20,Eli,30,TRUE,36,0,0.5515774422221713,0.5366008281707764,Mouse
20,Eli,10,FALSE,20,8,0.9966350793838501,0.7730003595352173,1H
20,Eli,15,FALSE,22,9,0.8883970759131692,0.6560006141662598,1H
20,Eli,20,FALSE,31,5,0.6451160446290047,0.5770003795623779,1H
20,Eli,25,FALSE,32,8,0.6041490882635117,0.48299944400787354,1H
20,Eli,30,FALSE,49,2,0.40831934675878406,0.3450014591217041,1H
20,Eli,10,FALSE,36,17,0.5419721802075704,0.35099780559539795,2H
20,Eli,15,FALSE,36,15,0.5395864049593607,0.3825002908706665,2H
20,Eli,20,FALSE,33,19,0.598925258,0.3950002193450928,2H
20,Eli,25,FALSE,44,20,0.43887908350337634,0.33599674701690674,2H
20,Eli,30,FALSE,50,14,0.3965851640701294,0.3170020580291748,2H
20,surya,10,TRUE,21,1,0.9531333219437372,0.7681097984313965,Mouse
20,surya,15,TRUE,27,2,0.7401528888278537,0.7688014507293701,Mouse
20,surya,20,TRUE,30,1,0.6637536366780599,0.6502245664596558,Mouse
20,surya,25,TRUE,34,1,0.5863329382503734,0.6217721700668335,Mouse
20,surya,30,TRUE,33,0,0.5954863230387369,0.6363162994384766,Mouse
20,surya,10,FALSE,34,11,0.5883420144810396,0.4779999256134033,1H
20,surya,15,FALSE,28,11,0.6881863474845886,0.5639998912811279,1H
20,surya,20,FALSE,45,1,0.4386906888749864,0.413999081,1H
20,surya,25,FALSE,47,5,0.4214210205889763,0.36800050735473633,1H
20,surya,30,FALSE,48,8,0.4141665001710256,0.37599992752075195,1H
20,surya,10,FALSE,28,20,0.7159053598131452,0.6025043725967407,2H
20,surya,15,FALSE,41,14,0.4820248092093119,0.40521812438964844,2H
20,surya,20,FALSE,44,8,0.4551550800150091,0.33899974822998047,2H
20,surya,25,FALSE,41,12,0.4529453196176669,0.41099906,2H
20,surya,30,FALSE,49,19,0.39353109379203954,0.3230011463165283,2H
